	id	name	datetime	val	weekday
88	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-02-26 00:00:00+01:00	8.875	Wednesday
89	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-02-27 00:00:00+01:00	9.791666666666666	Thursday
90	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-02-28 00:00:00+01:00	9.916666666666666	Friday
91	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-02-29 00:00:00+01:00	9.125	Saturday
92	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-01 00:00:00+01:00	7.916666666666667	Sunday
93	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-02 00:00:00+01:00	11.125	Monday
94	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-03 00:00:00+01:00	14.833333333333334	Tuesday
95	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-04 00:00:00+01:00	16.166666666666668	Wednesday
96	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-05 00:00:00+01:00	17.75	Thursday
97	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-06 00:00:00+01:00	12.833333333333334	Friday
98	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-07 00:00:00+01:00	10.291666666666666	Saturday
99	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-08 00:00:00+01:00	11.875	Sunday
100	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-09 00:00:00+01:00	18.916666666666668	Monday
101	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-10 00:00:00+01:00	10.75	Tuesday
102	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-11 00:00:00+01:00	8.666666666666666	Wednesday
103	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-12 00:00:00+01:00	10.75	Thursday
104	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-13 00:00:00+01:00	6.458333333333333	Friday
105	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-14 00:00:00+01:00	13.708333333333334	Saturday
106	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-15 00:00:00+01:00	10.541666666666666	Sunday
107	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-16 00:00:00+01:00	20.708333333333332	Monday
108	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-17 00:00:00+01:00	24.458333333333332	Tuesday
109	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-18 00:00:00+01:00	17.125	Wednesday
110	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-19 00:00:00+01:00	18.681818181818183	Thursday
111	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-20 00:00:00+01:00	8.652173913043478	Friday
112	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-21 00:00:00+01:00	5.666666666666667	Saturday
113	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-22 00:00:00+01:00	8.0	Sunday
114	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-23 00:00:00+01:00	12.875	Monday
115	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-24 00:00:00+01:00	15.75	Tuesday
116	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-25 00:00:00+01:00	17.583333333333332	Wednesday
117	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-26 00:00:00+01:00	14.458333333333334	Thursday
118	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-27 00:00:00+01:00	15.708333333333334	Friday
119	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-28 00:00:00+01:00	13.0	Saturday
120	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-29 00:00:00+01:00	5.958333333333333	Sunday
121	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-30 01:00:00+02:00	8.416666666666666	Monday
122	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-03-31 01:00:00+02:00	8.083333333333334	Tuesday
123	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-04-01 01:00:00+02:00	14.791666666666666	Wednesday
124	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-04-02 01:00:00+02:00	15.434782608695652	Thursday
125	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-04-03 01:00:00+02:00	10.333333333333334	Friday
126	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-04-04 01:00:00+02:00	11.208333333333334	Saturday
127	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-04-05 01:00:00+02:00	10.041666666666666	Sunday
128	DEBB007	Brandenburg - Elsterwerda - Lauchhammerstr.	2020-04-06 01:00:00+02:00	13.0	Monday
129	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-02 00:00:00+01:00	8.208333333333334	Sunday
130	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-03 00:00:00+01:00	11.541666666666666	Monday
131	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-04 00:00:00+01:00	8.541666666666666	Tuesday
132	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-05 00:00:00+01:00	9.416666666666666	Wednesday
133	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-06 00:00:00+01:00	12.875	Thursday
134	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-07 00:00:00+01:00	19.791666666666668	Friday
135	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-08 00:00:00+01:00	13.875	Saturday
136	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-09 00:00:00+01:00	10.041666666666666	Sunday
137	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-10 00:00:00+01:00	7.0	Monday
138	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-11 00:00:00+01:00	7.916666666666667	Tuesday
139	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-12 00:00:00+01:00	8.666666666666666	Wednesday
140	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-13 00:00:00+01:00	13.625	Thursday
141	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-14 00:00:00+01:00	23.833333333333332	Friday
142	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-15 00:00:00+01:00	15.708333333333334	Saturday
143	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-16 00:00:00+01:00	8.166666666666666	Sunday
144	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-17 00:00:00+01:00	7.041666666666667	Monday
145	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-18 00:00:00+01:00	8.666666666666666	Tuesday
146	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-19 00:00:00+01:00	8.25	Wednesday
147	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-20 00:00:00+01:00	14.125	Thursday
148	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-21 00:00:00+01:00	8.791666666666666	Friday
149	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-22 00:00:00+01:00	6.208333333333333	Saturday
150	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-23 00:00:00+01:00	6.583333333333333	Sunday
151	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-24 00:00:00+01:00	7.75	Monday
152	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-25 00:00:00+01:00	11.416666666666666	Tuesday
153	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-26 00:00:00+01:00	13.958333333333334	Wednesday
154	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-27 00:00:00+01:00	15.166666666666666	Thursday
155	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-28 00:00:00+01:00	12.0	Friday
156	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-02-29 00:00:00+01:00	8.666666666666666	Saturday
157	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-01 00:00:00+01:00	6.208333333333333	Sunday
158	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-02 00:00:00+01:00	13.375	Monday
159	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-03 00:00:00+01:00	16.875	Tuesday
160	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-04 00:00:00+01:00	16.375	Wednesday
161	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-05 00:00:00+01:00	16.916666666666668	Thursday
162	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-06 00:00:00+01:00	20.208333333333332	Friday
163	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-07 00:00:00+01:00	10.875	Saturday
164	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-08 00:00:00+01:00	10.958333333333334	Sunday
165	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-09 00:00:00+01:00	16.75	Monday
166	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-10 00:00:00+01:00	12.0	Tuesday
167	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-11 00:00:00+01:00	8.5	Wednesday
168	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-12 00:00:00+01:00	7.625	Thursday
169	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-13 00:00:00+01:00	7.625	Friday
170	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-14 00:00:00+01:00	14.0	Saturday
171	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-15 00:00:00+01:00	8.958333333333334	Sunday
172	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-16 00:00:00+01:00	19.25	Monday
173	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-17 00:00:00+01:00	25.166666666666668	Tuesday
174	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-18 00:00:00+01:00	16.875	Wednesday
175	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-19 00:00:00+01:00	12.818181818181818	Thursday
176	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-20 00:00:00+01:00	15.0	Friday
177	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-21 00:00:00+01:00	6.333333333333333	Saturday
178	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-22 00:00:00+01:00	7.916666666666667	Sunday
179	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-23 00:00:00+01:00	18.375	Monday
180	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-24 00:00:00+01:00	20.791666666666668	Tuesday
181	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-25 00:00:00+01:00	13.625	Wednesday
182	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-26 00:00:00+01:00	12.916666666666666	Thursday
183	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-27 00:00:00+01:00	18.916666666666668	Friday
184	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-28 00:00:00+01:00	10.583333333333334	Saturday
185	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-29 00:00:00+01:00	6.083333333333333	Sunday
186	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-30 01:00:00+02:00	13.75	Monday
187	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-03-31 01:00:00+02:00	11.291666666666666	Tuesday
188	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-04-01 01:00:00+02:00	10.916666666666666	Wednesday
189	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-04-02 01:00:00+02:00	11.708333333333334	Thursday
190	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-04-03 01:00:00+02:00	8.125	Friday
191	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-04-04 01:00:00+02:00	10.333333333333334	Saturday
192	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-04-05 01:00:00+02:00	15.916666666666666	Sunday
193	DEBB021	Brandenburg - Potsdam - Bassinplatz	2020-04-06 01:00:00+02:00	8.0	Monday
194	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-02 00:00:00+01:00	3.0833333333333335	Sunday
195	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-03 00:00:00+01:00	6.0	Monday
196	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-04 00:00:00+01:00	6.25	Tuesday
197	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-05 00:00:00+01:00	5.0	Wednesday
198	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-06 00:00:00+01:00	8.125	Thursday
199	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-07 00:00:00+01:00	6.375	Friday
200	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-08 00:00:00+01:00	7.666666666666667	Saturday
201	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-09 00:00:00+01:00	8.166666666666666	Sunday
202	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-10 00:00:00+01:00	2.7083333333333335	Monday
203	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-11 00:00:00+01:00	2.9166666666666665	Tuesday
204	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-12 00:00:00+01:00	2.75	Wednesday
205	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-13 00:00:00+01:00	7.916666666666667	Thursday
206	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-14 00:00:00+01:00	12.416666666666666	Friday
207	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-15 00:00:00+01:00	8.833333333333334	Saturday
208	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-16 00:00:00+01:00	4.75	Sunday
209	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-17 00:00:00+01:00	4.125	Monday
210	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-18 00:00:00+01:00	4.375	Tuesday
211	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-19 00:00:00+01:00	6.5	Wednesday
212	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-20 00:00:00+01:00	6.958333333333333	Thursday
213	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-21 00:00:00+01:00	5.791666666666667	Friday
214	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-22 00:00:00+01:00	5.125	Saturday
215	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-23 00:00:00+01:00	3.375	Sunday
216	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-24 00:00:00+01:00	4.625	Monday
217	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-25 00:00:00+01:00	4.458333333333333	Tuesday
218	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-26 00:00:00+01:00	6.333333333333333	Wednesday
219	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-27 00:00:00+01:00	12.375	Thursday
220	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-28 00:00:00+01:00	9.333333333333334	Friday
221	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-02-29 00:00:00+01:00	5.791666666666667	Saturday
222	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-03-01 00:00:00+01:00	3.5416666666666665	Sunday
223	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-03-02 00:00:00+01:00	10.75	Monday
224	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-03-03 00:00:00+01:00	10.666666666666666	Tuesday
225	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-03-04 00:00:00+01:00	7.5	Wednesday
226	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-03-05 00:00:00+01:00	10.125	Thursday
227	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-03-06 00:00:00+01:00	11.0	Friday
228	DEBB029	Brandenburg - Schwedt (Oder) - Helbigstr.	2020-03-07 00:00:00+01:00	6.5	Saturday
